LINE: 0	691.323706
	230306.546400	904648.250200	230308.437200	904570.750300
	230302.577900	904746.250100	230306.546400	904648.250200
	230294.890200	904834.812800	230302.577900	904746.250100
	230291.249900	904922.375000	230294.890200	904834.812800
	230289.227500	904979.643800	230291.249900	904922.375000
	230288.484100	905000.687500	230289.227500	904979.643800
	230285.859000	905093.187400	230288.484100	905000.687500
	230285.812400	905094.437700	230285.859000	905093.187400
	230283.526900	905150.804800	230285.812400	905094.437700
	230282.030800	905187.687800	230283.526900	905150.804800
	230280.280800	905257.812800	230282.030800	905187.687800
	230280.187100	905261.375300	230280.280800	905257.812800
LINE: 1	870.214513
	229557.655800	903775.250300	229550.372000	903802.731400
	229574.734000	903711.375200	229557.655800	903775.250300
	229592.296700	903643.625300	229574.734000	903711.375200
	229608.890600	903582.812500	229592.296700	903643.625300
	229628.796600	903512.937800	229608.890600	903582.812500
	229646.187200	903443.499900	229628.796600	903512.937800
	229662.312100	903383.437700	229646.187200	903443.499900
	229676.655800	903324.374900	229662.312100	903383.437700
	229693.031100	903263.250300	229676.655800	903324.374900
	229711.906000	903192.937800	229693.031100	903263.250300
	229726.562000	903138.000200	229711.906000	903192.937800
	229742.062300	903079.187800	229726.562000	903138.000200
	229758.687400	903019.000200	229742.062300	903079.187800
	229773.640400	902961.687400	229758.687400	903019.000200
LINE: 2	831.213301
	229470.249700	903683.687800	229454.737600	903736.764800
	229481.452800	903639.187800	229470.249700	903683.687800
	229501.515500	903568.125300	229481.452800	903639.187800
	229513.343700	903521.187700	229501.515500	903568.125300
	229542.796500	903415.874900	229513.343700	903521.187700
	229571.062500	903310.562700	229542.796500	903415.874900
	229596.296400	903207.250300	229571.062500	903310.562700
	229618.077900	903126.687600	229596.296400	903207.250300
	229621.103800	903115.441000	229618.077900	903126.687600
	229642.202800	903037.000000	229621.103800	903115.441000
	229643.319000	903032.802700	229642.202800	903037.000000
	229669.624500	902933.875100	229643.319000	903032.802700
LINE: 3	711.980303
	230616.968400	904283.750300	230604.296400	904317.750100
	230642.952900	904226.062700	230616.968400	904283.750300
	230668.187300	904166.312800	230642.952900	904226.062700
	230697.296600	904102.687600	230668.187300	904166.312800
	230719.374500	904049.749900	230697.296600	904102.687600
	230747.484400	903990.250400	230719.374500	904049.749900
	230769.640100	903941.750100	230747.484400	903990.250400
	230791.328000	903890.437500	230769.640100	903941.750100
	230810.577600	903847.812500	230791.328000	903890.437500
	230836.296400	903787.562900	230810.577600	903847.812500
	230864.452800	903720.875400	230836.296400	903787.562900
	230890.359000	903665.937800	230864.452800	903720.875400
LINE: 4	1083.287408
	230288.994500	905451.614100	230264.843500	905475.250000
	230302.203100	905438.687600	230288.994500	905451.614100
	230304.890600	905435.812700	230302.203100	905438.687600
	230333.984000	905405.062500	230304.890600	905435.812700
	230358.734000	905378.437500	230333.984000	905405.062500
	230390.249700	905344.437600	230388.687100	905346.250100
	230407.078100	905324.812700	230390.249700	905344.437600
	230443.765500	905281.062800	230407.078100	905324.812700
	230464.046800	905257.812800	230443.765500	905281.062800
	230475.874500	905244.250000	230464.046800	905257.812800
	230478.846700	905240.688000	230475.874500	905244.250000
	230515.296500	905197.000000	230478.846700	905240.688000
	230522.062000	905188.937600	230515.296500	905197.000000
	230559.702700	905143.500100	230522.062000	905188.937600
	230573.781200	905127.187800	230559.702700	905143.500100
	230605.937400	905089.875300	230573.781200	905127.187800
	230639.109300	905051.812700	230605.937400	905089.875300
	230661.453000	905023.937400	230639.109300	905051.812700
	230685.343400	904996.000100	230661.453000	905023.937400
	230689.601700	904990.837600	230685.343400	904996.000100
	230702.562000	904975.125400	230689.601700	904990.837600
	230711.874800	904963.875200	230702.562000	904975.125400
	230737.390300	904932.812700	230711.874800	904963.875200
	230766.890200	904898.437500	230737.390300	904932.812700
	230789.711100	904871.638400	230766.890200	904898.437500
	230801.484000	904857.812800	230789.711100	904871.638400
	230852.734200	904795.750300	230801.484000	904857.812800
	230886.640300	904755.250000	230852.734200	904795.750300
	230904.187100	904733.187400	230886.640300	904755.250000
	230911.046900	904724.625300	230904.187100	904733.187400
	230933.890300	904699.437400	230911.046900	904724.625300
	230954.312400	904675.125100	230933.890300	904699.437400
	230972.546800	904655.687500	230954.312400	904675.125100
	230388.687100	905346.250100	230358.734000	905378.437500
LINE: 5	660.129938
	230704.437500	904957.812600	230730.812100	904926.000000
	230695.405800	904968.437600	230703.124700	904959.375200
	230681.556200	904984.678800	230695.405800	904968.437600
	230673.234100	904994.437500	230681.556200	904984.678800
	230655.708400	905014.905700	230673.234100	904994.437500
	230653.593300	905017.375100	230655.708400	905014.905700
	230630.374600	905044.625300	230653.593300	905017.375100
	230600.497900	905080.763200	230630.374600	905044.625300
	230566.405800	905122.000200	230600.497900	905080.763200
	230552.221400	905138.265500	230566.405800	905122.000200
	230508.468400	905188.437900	230552.221400	905138.265500
	230470.268100	905234.202000	230506.921700	905190.250400
	230450.577600	905257.812800	230470.268100	905234.202000
	230436.015300	905275.250000	230450.577600	905257.812800
	230387.562200	905331.499900	230436.015300	905275.250000
	230355.249900	905368.687500	230387.562200	905331.499900
	230350.125800	905374.167400	230355.249900	905368.687500
	230321.937100	905404.312400	230350.125800	905374.167400
	230297.967800	905427.250500	230321.937100	905404.312400
	230703.124700	904959.375200	230704.437500	904957.812600
LINE: 6	1298.256162
	233670.140600	901784.937800	233685.805300	901768.311100
	233625.404100	901835.508600	233670.140600	901784.937800
	233576.609000	901888.437600	233625.404100	901835.508600
	233554.899700	901913.260900	233576.609000	901888.437600
	233503.833800	901969.104200	233554.899700	901913.260900
	233475.124900	902000.000400	233503.833800	901969.104200
	233458.265300	902018.875200	233475.124900	902000.000400
	233409.506000	902072.481600	233458.265300	902018.875200
	233376.687300	902108.562800	233409.506000	902072.481600
	233317.405900	902174.250400	233376.687300	902108.562800
	233284.937400	902209.812800	233315.765500	902176.062800
	233259.640500	902237.500300	233284.937400	902209.812800
	233203.593400	902297.562500	233259.640500	902237.500300
	233149.484200	902357.937500	233203.593400	902297.562500
	233101.233900	902410.375000	233149.484200	902357.937500
	233064.995500	902449.188700	233101.233900	902410.375000
	233029.421800	902487.250300	233064.995500	902449.188700
	232999.999700	902520.437600	233029.421800	902487.250300
	232975.484600	902548.032400	232999.999700	902520.437600
	232964.848900	902560.167800	232975.484600	902548.032400
	232945.922300	902580.385600	232964.848900	902560.167800
	232936.656100	902590.375300	232945.922300	902580.385600
	232900.837100	902629.395800	232936.656100	902590.375300
	232877.128900	902657.371500	232900.837100	902629.395800
	232816.879300	902722.299200	232877.128900	902657.371500
	232811.560700	902727.973700	232816.879300	902722.299200
	233315.765500	902176.062800	233317.405900	902174.250400
LINE: 7	669.370988
	232776.533200	901623.656800	232835.346600	901576.745800
	232737.214700	901655.363900	232776.533200	901623.656800
	232687.093500	901694.875000	232737.214700	901655.363900
	232641.312500	901733.125000	232687.093500	901694.875000
	232618.718900	901752.360300	232641.312500	901733.125000
	232561.562300	901796.125000	232618.718900	901752.360300
	232502.812400	901843.125100	232561.562300	901796.125000
	232478.796500	901862.625100	232502.812400	901843.125100
	232425.202900	901906.562400	232478.796500	901862.625100
	232397.558000	901931.232100	232425.202900	901906.562400
	232370.046700	901955.062600	232397.558000	901931.232100
	232343.405800	901976.500100	232370.046700	901955.062600
	232316.968700	902000.000400	232343.405800	901976.500100
LINE: 8	1217.528453
	232931.209900	901304.856400	232886.187200	901340.312400
	232849.515200	901369.062800	232886.187200	901340.312400
	232809.803000	901401.272200	232849.515200	901369.062800
	232749.874900	901449.875300	232809.803000	901401.272200
	232641.860300	901536.993600	232749.874900	901449.875300
	232526.778600	901632.018800	232641.860300	901536.993600
	232477.499600	901674.812800	232526.778600	901632.018800
	232441.687300	901702.500200	232477.499600	901674.812800
	232404.093700	901729.125200	232441.687300	901702.500200
	232263.405300	901838.837600	232404.093700	901729.125200
	232221.515500	901869.125000	232263.405300	901838.837600
	232170.218700	901905.500000	232221.515500	901869.125000
	232125.546700	901937.000300	232170.218700	901905.500000
	232084.403900	901964.075400	232125.546700	901937.000300
	232066.261700	901974.923100	232084.403900	901964.075400
	232051.077800	901984.000400	232066.261700	901974.923100
	233014.475500	901240.907600	232931.209900	901304.856400
LINE: 9	686.621722
	233343.430400	901179.451800	233375.656100	901153.312600
	233280.591600	901227.299200	233343.430400	901179.451800
	233236.885200	901260.874600	233280.591600	901227.299200
	233202.152100	901287.793000	233236.885200	901260.874600
	233148.547300	901328.543100	233202.152100	901287.793000
	233119.218900	901353.506700	233148.547300	901328.543100
	233028.484300	901427.625300	233119.218900	901353.506700
	232999.999700	901451.499900	233028.484300	901427.625300
	232983.640300	901464.187800	232999.999700	901451.499900
	232953.720000	901487.610200	232983.640300	901464.187800
	232908.363500	901523.495800	232953.720000	901487.610200
	232876.216500	901546.425200	232908.363500	901523.495800
	232851.800800	901564.317500	232876.216500	901546.425200
	232835.346600	901576.745800	232851.800800	901564.317500
LINE: 10	1047.165617
	230424.062200	903581.750100	230465.296600	903547.187600
	230385.265400	903610.562400	230424.062200	903581.750100
	230349.515500	903634.812800	230385.265400	903610.562400
	230308.812500	903659.687800	230349.515500	903634.812800
	230260.233900	903689.687400	230308.812500	903659.687800
	230234.045100	903706.025800	230260.233900	903689.687400
	230218.937000	903714.812800	230234.045100	903706.025800
	230173.624500	903742.875000	230218.937000	903714.812800
	230132.312300	903768.250200	230173.624500	903742.875000
	230082.327800	903798.500200	230132.312300	903768.250200
	229991.343300	903852.062600	230082.327800	903798.500200
	229929.843400	903887.687500	229991.343300	903852.062600
	229869.124800	903924.062600	229929.843400	903887.687500
	229801.843400	903963.187600	229869.124800	903924.062600
	229737.452800	904002.312600	229801.843400	903963.187600
	229669.296800	904042.500000	229737.452800	904002.312600
	229632.937200	904064.437600	229669.296800	904042.500000
	229625.539800	904068.564300	229632.937200	904064.437600
	229610.640600	904076.875100	229625.539800	904068.564300
	229610.640600	904076.875100	229574.878900	904096.436100
LINE: 11	759.279644
	231942.162100	901108.888400	231898.812100	901142.437700
	231967.359200	901087.874900	231942.162100	901108.888400
	232040.452800	901031.187800	231967.359200	901087.874900
	232108.208900	900978.352500	232040.452800	901031.187800
	232162.952900	900936.250200	232108.208900	900978.352500
	232226.585300	900887.939400	232162.952900	900936.250200
	232243.215600	900875.039100	232226.585300	900887.939400
	232292.011200	900838.281100	232243.215600	900875.039100
	232338.422500	900802.834800	232292.011200	900838.281100
	232343.810300	900798.630800	232338.422500	900802.834800
	232398.452900	900755.250000	232343.810300	900798.630800
	232428.984000	900732.187500	232398.452900	900755.250000
	232449.233100	900717.062000	232428.984000	900732.187500
	232500.187300	900678.999900	232449.233100	900717.062000
LINE: 12	759.056841
	232389.453000	900632.937800	232433.921200	900597.905300
	232334.263500	900675.001200	232389.453000	900632.937800
	232228.551900	900756.080000	232334.263500	900675.001200
	232193.843400	900781.375300	232228.551900	900756.080000
	232163.780800	900804.875100	232193.843400	900781.375300
	232099.296500	900854.999900	232163.780800	900804.875100
	232043.434200	900896.808300	232099.296500	900854.999900
	231973.687000	900948.687700	232043.434200	900896.808300
	231876.400900	901028.002200	231973.687000	900948.687700
	231833.937100	901062.687600	231876.400900	901028.002200
LINE: 13	608.787371
	232462.203100	900838.187400	232515.599600	900798.167400
	232407.751400	900880.368500	232462.203100	900838.187400
	232354.484400	900919.496600	232407.751400	900880.368500
	232226.202800	901018.312600	232354.484400	900919.496600
	232193.030900	901044.500300	232226.202800	901018.312600
	232139.390200	901083.000200	232193.030900	901044.500300
	232131.753700	901088.768400	232139.390200	901083.000200
	232103.562500	901110.062400	232131.753700	901088.768400
	232057.199300	901141.341000	232103.562500	901110.062400
	232027.322600	901161.497500	232057.199300	901141.341000
LINE: 14	1171.641095
	232275.883700	902027.944300	232283.952900	902022.875000
	232224.280800	902060.312400	232275.883700	902027.944300
	232158.796500	902099.375000	232224.280800	902060.312400
	232101.593300	902128.937800	232158.796500	902099.375000
	232092.453100	902133.687700	232101.593300	902128.937800
	232062.812400	902147.937600	232092.453100	902133.687700
	232027.421400	902164.937600	232062.812400	902147.937600
	231969.921700	902191.750000	232027.421400	902164.937600
	231931.499700	902209.687400	231969.921700	902191.750000
	231908.156100	902220.687700	231931.281100	902209.812800
